,gw,manager,entry,points,picks
3062,12,Austen Jephtha,7,53.5,"(('Areola', '2'), ('Trippier', '1'), ('Zinchenko', '10'), ('Cash', '2'), ('Mitoma', '1'), ('Salah', '16'), ('Martinelli', '2'), ('Gordon', '2'), ('Son', '4'), ('Darwin', '7.5'), ('Watkins', '6'))"
3063,12,CFCJaiennn,2,53.5,"(('Johnstone', '1'), ('White', '0'), ('Trippier', '1'), ('Dunk', '0'), ('Salah', '32'), ('Bowen', '8'), ('Saka', '7.5'), ('Mitoma', '1'), ('Son', '2'), ('Ferguson', '0'), ('Nketiah', '1'))"
3064,12,chiefmatt,10,53.5,"(('A.Becker', '7'), ('Trippier', '1'), ('Schär', '1'), ('Konaté', '0'), ('Saka', '5'), ('Salah', '16'), ('Diaby', '6'), ('Rashford', '4.5'), ('Watkins', '12'), ('Nketiah', '1'), ('Ferguson', '0'))"
3065,12,Hiren,1,53.5,"(('Onana', '8'), ('Trippier', '1'), ('White', '0'), ('Dunk', '0'), ('Son', '2'), ('Salah', '16'), ('Trossard', '13'), ('Gordon', '2'), ('Mitoma', '1.5'), ('Watkins', '6'), ('Højlund', '4'))"
3066,12,Bhungane💙❤️🙌,1,53.0,"(('Onana', '8'), ('Trippier', '1'), ('Zinchenko', '10'), ('Alexander-Arnold', '7'), ('Son', '4'), ('Rodrigo', '6'), ('Kudus', '1'), ('Ansu Fati', '3'), ('B.Fernandes', '3'), ('Nketiah', '1'), ('Watkins', '9'))"
3067,12,ebiakes,1,53.0,"(('A.Becker', '7'), ('Trippier', '1'), ('Walker', '0'), ('Cash', '2'), ('Salah', '24'), ('Mitoma', '1'), ('Doku', '0'), ('Diaby', '6'), ('Watkins', '6'), ('Nketiah', '1'), ('J.Alvarez', '5'))"
3068,12,ncsmj,1,53.0,"(('Johnstone', '1'), ('Mitchell', '1'), ('Schär', '1'), ('Alexander-Arnold', '7'), ('Gabriel', '2'), ('Saka', '10'), ('Salah', '24'), ('Luis Díaz', '1'), ('Watkins', '6'), ('Ferguson', '0'), ('Wilson', '0'))"
3069,12,Optionals,1,53.0,"(('Onana', '8'), ('Schär', '1'), ('White', '0'), ('Dalot', '6'), ('Gordon', '2'), ('Saka', '5'), ('B.Fernandes', '3'), ('Salah', '24'), ('Son', '2'), ('Nketiah', '2'), ('Wilson', '0'))"
3070,12,PRIME XI,1,53.0,"(('Raya', '3'), ('Trippier', '1'), ('White', '0'), ('Mitchell', '1'), ('B.Fernandes', '3'), ('McTominay', '3'), ('Son', '3'), ('Mitoma', '1'), ('Watkins', '6'), ('Ferguson', '0'), ('Haaland', '32'))"
3071,12,scottishbagpipes,1,53.0,"(('Onana', '8'), ('Trippier', '1'), ('Gabriel', '2'), ('Konsa', '1'), ('Dalot', '6'), ('Rashford', '3'), ('Salah', '16'), ('Son', '3'), ('Saka', '5'), ('Watkins', '6'), ('Nketiah', '2'))"
3072,12,Bundas,1,52.5,"(('A.Becker', '7'), ('Alexander-Arnold', '7'), ('Trippier', '1'), ('Schär', '1'), ('B.Fernandes', '3'), ('Saka', '5'), ('Rashford', '4.5'), ('Martinelli', '2'), ('Trossard', '13'), ('Darwin', '5'), ('Højlund', '4'))"
3073,12,Bundas,3,52.5,"(('A.Becker', '7'), ('Trippier', '1'), ('Alexander-Arnold', '7'), ('Schär', '1'), ('Saka', '5'), ('B.Fernandes', '4.5'), ('Rashford', '3'), ('Martinelli', '2'), ('Trossard', '13'), ('Darwin', '5'), ('Højlund', '4'))"
3074,12,kaylynnaidoo,1,52.5,"(('Pope', '4'), ('White', '0'), ('Zinchenko', '10'), ('Alexander-Arnold', '7'), ('Trippier', '1'), ('Bowen', '8'), ('Martinelli', '2'), ('Gordon', '2'), ('Mitoma', '1.5'), ('Watkins', '12'), ('Darwin', '5'))"
3075,12,ialreadywonbruv,7,52.0,"(('Areola', '2'), ('Tomiyasu', '2'), ('Virgil', '6'), ('Digne', '2'), ('Veltman', '1'), ('Eze', '6'), ('Diogo J.', '12'), ('Trossard', '13'), ('Kulusevski', '4'), ('Morris', '2'), ('Wissa', '2'))"
3076,12,shabba*08,1,52.0,"(('Johnstone', '1'), ('Walker', '0'), ('Saliba', '9'), ('Trippier', '1'), ('Mykolenko', '9'), ('Son', '2'), ('Diaby', '6'), ('B.Fernandes', '6'), ('Doku', '0'), ('Haaland', '16'), ('Højlund', '2'))"
3077,12,CR7FC,5,51.5,"(('Martinez', '3'), ('Cash', '2'), ('Coufal', '0'), ('White', '0'), ('Salah', '16'), ('Bowen', '8'), ('Saka', '5'), ('B.Fernandes', '4.5'), ('Watkins', '6'), ('Nketiah', '2'), ('Darwin', '5'))"
3078,12,ialreadywonbruv,9,51.5,"(('Verbruggen', '0'), ('Wan-Bissaka', '0'), ('Zinchenko', '10'), ('Mitchell', '1'), ('Diaby', '12'), ('Kulusevski', '2'), ('Szoboszlai', '4.5'), ('Garnacho', '3'), ('Bowen', '8'), ('Darwin', '5'), ('Watkins', '6'))"
3079,12,21av3rage,1,51.0,"(('Onana', '8'), ('Cash', '2'), ('Saliba', '9'), ('Wan-Bissaka', '0'), ('Martinelli', '4'), ('Gordon', '2'), ('Neto', '0'), ('Mitoma', '1'), ('Nketiah', '1'), ('Ferguson', '0'), ('Haaland', '24'))"
3080,12,andre.mac,1,51.0,"(('Martinez', '3'), ('James', '4'), ('Walker', '0'), ('Colwill', '0'), ('Enzo', '2'), ('Son', '2'), ('Almirón', '1'), ('Kovačić', '1'), ('Wilson', '0'), ('Watkins', '6'), ('Haaland', '32'))"
3081,12,bab’khumz,1,51.0,"(('Ederson M.', '1'), ('Saliba', '9'), ('Rúben', '0'), ('Gabriel', '2'), ('Salah', '16'), ('Diaby', '6'), ('Saka', '5'), ('Mitoma', '1'), ('Son', '2'), ('Watkins', '9'), ('Ferguson', '0'))"
3082,12,Flying dutch man,5,51.0,"(('Raya', '3'), ('Alexander-Arnold', '7'), ('Wan-Bissaka', '0'), ('Digne', '2'), ('Sterling', '6'), ('Mitoma', '2'), ('B.Fernandes', '3'), ('Martinelli', '2'), ('Haaland', '16'), ('Watkins', '9'), ('Antonio', '1'))"
3083,12,Hiren,2,51.0,"(('Onana', '8'), ('Maguire', '6'), ('Trippier', '1'), ('White', '0'), ('Saliba', '9'), ('Dunk', '0'), ('Martinelli', '3'), ('Gordon', '2'), ('Haaland', '16'), ('Ferguson', '0'), ('Watkins', '6'))"
3084,12,jj98,2,51.0,"(('Onana', '8'), ('Digne', '2'), ('Wan-Bissaka', '0'), ('Van Hecke', '2'), ('Saliba', '9'), ('Pau', '2'), ('Salah', '16'), ('Son', '2'), ('Martinelli', '4'), ('Watkins', '6'), ('Ferguson', '0'))"
3085,12,kolboyce,2,51.0,"(('Pope', '4'), ('Trippier', '1'), ('Mitchell', '1'), ('Walker', '0'), ('Gordon', '3'), ('Diaby', '6'), ('Mitoma', '1'), ('Martinelli', '2'), ('Kudus', '1'), ('Ferguson', '0'), ('Haaland', '32'))"
3086,12,Radynster,2,51.0,"(('Onana', '8'), ('Aké', '0'), ('Alexander-Arnold', '7'), ('Gomez', '0'), ('Pau', '2'), ('Garnacho', '6'), ('Gordon', '2'), ('Foden', '3'), ('Mitoma', '1'), ('Watkins', '6'), ('Haaland', '16'))"
3087,12,JamieWagner,1,50.5,"(('Martinez', '3'), ('Trippier', '1.5'), ('Wan-Bissaka', '0'), ('Saliba', '9'), ('Gordon', '2'), ('Salah', '16'), ('Saka', '5'), ('Rashford', '6'), ('Watkins', '6'), ('Ferguson', '0'), ('Højlund', '2'))"
3088,12,Silu,1,50.5,"(('Raya', '3'), ('Tarkowski', '1'), ('Cash', '2'), ('Alexander-Arnold', '7'), ('Rice', '2'), ('Saka', '5'), ('Kudus', '1.5'), ('Mitoma', '1'), ('Salah', '16'), ('Watkins', '12'), ('Wilson', '0'))"
3089,12,Austen Jephtha,5,50.0,"(('Raya', '3'), ('White', '0'), ('Dalot', '6'), ('Cash', '2'), ('Son', '3'), ('Salah', '16'), ('Mitoma', '1'), ('Eze', '6'), ('B.Fernandes', '3'), ('Watkins', '6'), ('Højlund', '4'))"
3090,12,Flying dutch man,1,50.0,"(('Areola', '2'), ('Alexander-Arnold', '7'), ('Digne', '2'), ('White', '0'), ('Douglas Luiz', '2'), ('Salah', '16'), ('Mitoma', '2'), ('Doku', '0'), ('Saka', '5'), ('Watkins', '9'), ('J.Alvarez', '5'))"
3091,12,fpljonnas,11,50.0,"(('Pope', '4'), ('Dalot', '6'), ('Trippier', '1'), ('Guéhi', '1'), ('B.Fernandes', '3'), ('Mitoma', '1'), ('Martinelli', '4'), ('Bowen', '12'), ('Højlund', '2'), ('Ferguson', '0'), ('Haaland', '16'))"
3092,12,ther3d$,1,50.0,"(('Onana', '8'), ('Mitchell', '1'), ('Toffolo', '1'), ('Trippier', '1'), ('Saka', '10'), ('Son', '3'), ('Salah', '16'), ('Mitoma', '1'), ('Bernardo', '7'), ('Wilson', '0'), ('Gakpo', '2'))"
3093,12,brentlewin,2,49.5,"(('Johnstone', '1'), ('White', '0'), ('Alexander-Arnold', '14'), ('Trippier', '1'), ('Diaby', '6'), ('B.Fernandes', '3'), ('Ward-Prowse', '11'), ('Gross', '3'), ('Son', '2'), ('Darwin', '7.5'), ('Nketiah', '1'))"
3094,12,ialreadywonbruv,1,49.5,"(('Raya', '3'), ('Trippier', '1'), ('Walker', '0'), ('Pedro Porro', '5'), ('Mykolenko', '9'), ('Cash', '2'), ('Saka', '5'), ('Gordon', '2'), ('Johnson', '9'), ('Mitoma', '1.5'), ('Watkins', '12'))"
3095,12,itu,1,49.0,"(('Pope', '4'), ('White', '0'), ('Cash', '2'), ('Virgil', '12'), ('Coufal', '0'), ('Douglas Luiz', '2'), ('Son', '3'), ('B.Fernandes', '3'), ('Kudus', '1'), ('Haaland', '16'), ('Watkins', '6'))"
3096,12,undersiege,1,49.0,"(('Pope', '4'), ('Andersen', '1'), ('Trippier', '1'), ('Van de Ven', '0'), ('Maddison', '0'), ('Sterling', '6'), ('Antony', '1'), ('Rashford', '6'), ('Haaland', '24'), ('J.Alvarez', '5'), ('Antonio', '1'))"
3097,12,RJP,2,48.5,"(('Onana', '8'), ('Dier', '1'), ('Konsa', '1'), ('Walker', '0'), ('Szoboszlai', '3'), ('Ward-Prowse', '16.5'), ('Elanga', '6'), ('Ansu Fati', '3'), ('Morris', '4'), ('N.Jackson', '5'), ('João Pedro', '1'))"
3098,12,DokotelaVuyo,6,48.0,"(('Leno', '2'), ('Pedro Porro', '5'), ('Toti', '2'), ('White', '0'), ('Hee Chan', '2'), ('Bellegarde', '3'), ('Højbjerg', '2'), ('Johnson', '9'), ('Mitoma', '2'), ('Haaland', '16'), ('J.Alvarez', '5'))"
3099,12,emmanuelclimentkori@gmail.com,1,48.0,"(('Ederson M.', '2'), ('Trippier', '1'), ('Alexander-Arnold', '7'), ('Gabriel', '2'), ('Salah', '24'), ('Foden', '2'), ('Mbeumo', '2'), ('Doku', '0'), ('Awoniyi', '6'), ('Antonio', '1'), ('Nketiah', '1'))"
3100,12,brentlewin,3,47.5,"(('Martinez', '3'), ('Mitchell', '1'), ('Pedro Porro', '5'), ('Dalot', '6'), ('Son', '2'), ('Bowen', '8'), ('Mitoma', '1'), ('Rashford', '4.5'), ('Saka', '5'), ('Wilson', '0'), ('Watkins', '12'))"
3101,12,ialreadywonbruv,10,47.0,"(('Pope', '4'), ('Coufal', '0'), ('Dalot', '6'), ('Cash', '2'), ('Mbeumo', '3'), ('Johnson', '9'), ('Martinelli', '2'), ('Kudus', '1'), ('Gordon', '4'), ('Haaland', '16'), ('Ferguson', '0'))"
3102,12,imokstopasking,1,47.0,"(('Raya', '3'), ('Pau', '2'), ('Andersen', '1'), ('Trippier', '1'), ('Ødegaard', '0'), ('Diogo J.', '8'), ('Martinelli', '2'), ('Mitoma', '1'), ('Salah', '24'), ('Darwin', '5'), ('Isak', '0'))"
3103,12,Nico Celento,6,47.0,"(('Turner', '0'), ('Aina', '4'), ('Boly', '1'), ('Cash', '2'), ('Konsa', '1'), ('Luis Díaz', '1'), ('Diaby', '9'), ('Adingra', '9'), ('J.Ayew', '2'), ('Almirón', '2'), ('Haaland', '16'))"
3104,12,og_bro,1,47.0,"(('Raya', '3'), ('Dalot', '6'), ('White', '0'), ('Mitchell', '1'), ('Schär', '1'), ('Son', '2'), ('Martinelli', '2'), ('B.Fernandes', '3'), ('Salah', '24'), ('Mitoma', '1'), ('Højlund', '4'))"
3105,12,taurincraze,2,47.0,"(('Raya', '3'), ('Dalot', '6'), ('Gvardiol', '0'), ('Alexander-Arnold', '7'), ('Saka', '5'), ('B.Fernandes', '3'), ('Gordon', '2'), ('Salah', '16'), ('J.Alvarez', '5'), ('Ferguson', '0'), ('Wilson', '0'))"
3106,12,¥ung Cit¥,1,46.5,"(('Pope', '4'), ('Trippier', '1.5'), ('Saliba', '9'), ('Alexander-Arnold', '7'), ('Doku', '0'), ('Saka', '5'), ('Gordon', '2'), ('B.Fernandes', '6'), ('Watkins', '6'), ('Awoniyi', '6'), ('Ferguson', '0'))"
3107,12,chadfollentine,1,46.5,"(('Vicario', '1'), ('Trippier', '1'), ('Andersen', '1'), ('Cash', '2'), ('Saka', '7.5'), ('Diaby', '6'), ('Son', '4'), ('Salah', '16'), ('Nketiah', '1'), ('Watkins', '6'), ('João Pedro', '1'))"
3108,12,kingzibi,1,46.5,"(('Johnstone', '1'), ('Trippier', '1'), ('Andersen', '1'), ('Mitchell', '1.5'), ('Salah', '16'), ('Mbeumo', '2'), ('Bowen', '8'), ('Saka', '5'), ('Doku', '0'), ('J.Alvarez', '5'), ('Watkins', '6'))"
3109,12,SirMatjila,1,46.5,"(('Pope', '4'), ('Saliba', '13.5'), ('Trippier', '2'), ('Dunk', '0'), ('Son', '2'), ('Bowen', '8'), ('Gordon', '2'), ('B.Fernandes', '3'), ('Nketiah', '1'), ('J.Alvarez', '5'), ('Watkins', '6'))"
3110,12,ditsegothuto@gmail.com,3,46.0,"(('Areola', '2'), ('Cash', '2'), ('Guéhi', '1'), ('Trippier', '1'), ('Salah', '24'), ('Son', '2'), ('Saka', '5'), ('Hee Chan', '2'), ('Gordon', '2'), ('J.Alvarez', '5'), ('Ferguson', '0'))"
3111,12,duxonetime,1,46.0,"(('Onana', '8'), ('Trippier', '1'), ('Saliba', '9'), ('White', '0'), ('Martinelli', '2'), ('Gordon', '4'), ('Son', '2'), ('Salah', '16'), ('Kudus', '1'), ('Højlund', '3'), ('Ferguson', '0'))"
3112,12,ialreadywonbruv,4,46.0,"(('Verbruggen', '0'), ('Wan-Bissaka', '0'), ('Aké', '0'), ('Dier', '1'), ('Collins', '1'), ('Gross', '3'), ('McGinn', '10'), ('Willock', '2'), ('Martinelli', '4'), ('João Pedro', '1'), ('Haaland', '24'))"
3113,12,jj98,3,46.0,"(('Raya', '3'), ('Andersen', '1'), ('Van Hecke', '2'), ('Wan-Bissaka', '0'), ('B.Fernandes', '3'), ('Son', '2'), ('Salah', '16'), ('Mitoma', '1'), ('Højlund', '4'), ('Darwin', '5'), ('Watkins', '9'))"
3114,12,Mr.2,6,46.0,"(('Vicario', '1'), ('Mitchell', '1'), ('Walker', '0'), ('Konsa', '1'), ('Townsend', '2'), ('L.Paquetá', '9'), ('Son', '2'), ('Douglas Luiz', '2'), ('Bentancur', '0'), ('Haaland', '16'), ('Watkins', '12'))"
3115,12,Radynster,1,45.5,"(('Pope', '4'), ('Trippier', '1'), ('White', '0'), ('Walker', '0'), ('Saka', '7.5'), ('Gordon', '2'), ('Palmer', '6'), ('Rice', '2'), ('Garnacho', '6'), ('Haaland', '16'), ('João Pedro', '1'))"
3116,12,Super 7,3,45.5,"(('Raya', '3'), ('Cash', '2'), ('Mitchell', '1'), ('Trippier', '1'), ('Saka', '10'), ('Gordon', '2'), ('Doku', '0'), ('Salah', '16'), ('B.Fernandes', '3'), ('Nketiah', '1.5'), ('Watkins', '6'))"
3117,12,CR7FC,10,45.0,"(('Johnstone', '1'), ('White', '0'), ('Mitchell', '1'), ('Zinchenko', '10'), ('Gordon', '2'), ('Mitoma', '1'), ('Salah', '16'), ('Martinelli', '3'), ('Ferguson', '0'), ('Watkins', '6'), ('Darwin', '5'))"
3118,12,leo11,1,45.0,"(('Raya', '3'), ('Saliba', '9'), ('Andersen', '1'), ('Trippier', '1'), ('Martinelli', '2'), ('Son', '4'), ('Gordon', '2'), ('Salah', '16'), ('J.Alvarez', '5'), ('Højlund', '2'), ('Ferguson', '0'))"
3119,12,honeybadger_03,1,44.5,"(('Areola', '2'), ('White', '0'), ('Schär', '1'), ('Coufal', '0'), ('Son', '4'), ('Gordon', '2'), ('Bowen', '8'), ('Mitoma', '1'), ('B.Fernandes', '4.5'), ('Watkins', '6'), ('Haaland', '16'))"
3120,12,fpljonnas,3,44.0,"(('Vicario', '1'), ('Trippier', '1'), ('Livramento', '0'), ('White', '0'), ('Konsa', '1'), ('Gordon', '3'), ('B.Fernandes', '6'), ('Martinelli', '2'), ('Bowen', '8'), ('Watkins', '6'), ('Haaland', '16'))"
3121,12,juicelajuice,1,44.0,"(('Raya', '3'), ('Trippier', '1'), ('White', '0'), ('Cash', '2'), ('Gordon', '2'), ('Mitoma', '1'), ('B.Fernandes', '3'), ('Rashford', '3'), ('Salah', '24'), ('Nketiah', '1'), ('Højlund', '4'))"
3122,12,Ndumiso,3,44.0,"(('Areola', '2'), ('White', '0'), ('Trippier', '1'), ('Zinchenko', '10'), ('Doku', '0'), ('Martinelli', '2'), ('Gordon', '3'), ('Mitoma', '1'), ('Haaland', '16'), ('Darwin', '5'), ('Højlund', '4'))"
3123,12,Nico Celento,8,44.0,"(('Vicario', '1'), ('Dier', '1'), ('Andersen', '1'), ('Pedro Porro', '5'), ('Doku', '0'), ('Douglas Luiz', '2'), ('B.Fernandes', '3'), ('Havertz', '1'), ('Haaland', '24'), ('Darwin', '5'), ('Nketiah', '1'))"
3124,12,Nico Celento,10,44.0,"(('Pickford', '2'), ('Tarkowski', '1'), ('Trippier', '2'), ('Cash', '2'), ('Boly', '1'), ('A.Doucoure', '11'), ('Palmer', '9'), ('Garnacho', '3'), ('B.Fernandes', '3'), ('Cunha', '5'), ('Darwin', '5'))"
3125,12,bab’khumz,2,43.5,"(('Johnstone', '1'), ('Alexander-Arnold', '7'), ('Andersen', '1'), ('Digne', '2'), ('Saka', '5'), ('Kulusevski', '2'), ('Mbeumo', '2'), ('Son', '2'), ('Martinelli', '2'), ('Darwin', '7.5'), ('Watkins', '12'))"
3126,12,DokotelaVuyo,5,43.5,"(('Vicario', '1.5'), ('Kilman', '2'), ('Pinnock', '1'), ('Saliba', '9'), ('Trippier', '1'), ('Son', '2'), ('Kulusevski', '2'), ('Hee Chan', '2'), ('Mitoma', '2'), ('Salah', '16'), ('J.Alvarez', '5'))"
3127,12,kolboyce,1,43.0,"(('Pope', '4'), ('Trippier', '2'), ('Mitchell', '1'), ('Walker', '0'), ('Gordon', '2'), ('Diaby', '6'), ('Mitoma', '1'), ('Martinelli', '2'), ('Kudus', '1'), ('Ferguson', '0'), ('Haaland', '24'))"
3128,12,fpljonnas,10,42.5,"(('Pope', '4'), ('Dalot', '6'), ('Trippier', '1'), ('Lamptey', '0'), ('B.Fernandes', '3'), ('Mitoma', '1.5'), ('Martinelli', '2'), ('Bowen', '8'), ('Watkins', '12'), ('Ferguson', '0'), ('Darwin', '5'))"
3129,12,Nico Celento,2,42.5,"(('Pope', '4'), ('Mitchell', '1'), ('Andersen', '1'), ('Ward', '1'), ('Trippier', '1'), ('Højbjerg', '2'), ('Salah', '16'), ('Saka', '10'), ('Mitoma', '1'), ('B.Fernandes', '4.5'), ('Nketiah', '1'))"
3130,12,dutoitboss,2,42.0,"(('Johnstone', '1'), ('White', '0'), ('Dalot', '6'), ('Trippier', '1'), ('Son', '2'), ('Mitoma', '1'), ('Rashford', '3'), ('Bowen', '8'), ('B.Fernandes', '6'), ('Darwin', '5'), ('Watkins', '9'))"
3131,12,Nico Celento,12,42.0,"(('Raya', '3'), ('Dunk', '0'), ('Saliba', '9'), ('White', '0'), ('Palmer', '12'), ('Højbjerg', '2'), ('Diaby', '6'), ('B.Fernandes', '3'), ('Mbeumo', '2'), ('Calvert-Lewin', '2'), ('Højlund', '3'))"
3132,12,sirsmek,1,42.0,"(('Raya', '3'), ('Trippier', '1'), ('Andersen', '1'), ('Alexander-Arnold', '7'), ('Salah', '16'), ('Son', '2'), ('Diaby', '6'), ('Gordon', '2'), ('Martinelli', '3'), ('Ferguson', '0'), ('Nketiah', '1'))"
3133,12,bab’khumz,3,41.5,"(('Johnstone', '1'), ('Dalot', '6'), ('Andersen', '1'), ('Gvardiol', '0'), ('Diaby', '6'), ('Mbeumo', '4'), ('Gordon', '2'), ('Mitoma', '1.5'), ('Hee Chan', '2'), ('Højlund', '2'), ('Haaland', '16'))"
3134,12,chadfollentine,2,41.5,"(('Vicario', '1'), ('Trippier', '1'), ('Andersen', '1'), ('Cash', '2'), ('Dunk', '0'), ('Saka', '7.5'), ('Douglas Luiz', '2'), ('Son', '4'), ('Nketiah', '1'), ('Watkins', '6'), ('Haaland', '16'))"
3135,12,chiefmatt,1,41.5,"(('Raya', '3'), ('White', '0'), ('Dalot', '6'), ('Trippier', '1'), ('Salah', '16'), ('B.Fernandes', '3'), ('Saka', '7.5'), ('Mitoma', '1'), ('Højlund', '4'), ('Wilson', '0'), ('Ferguson', '0'))"
3136,12,fpljonnas,8,41.5,"(('Johnstone', '1'), ('Dalot', '6'), ('Livramento', '0'), ('Saliba', '9'), ('B.Fernandes', '4.5'), ('Diaby', '6'), ('Gross', '3'), ('Martinelli', '2'), ('Højlund', '4'), ('Watkins', '6'), ('Ferguson', '0'))"
3137,12,mamefc,1,41.5,"(('Vicario', '1'), ('Alexander-Arnold', '7'), ('Trippier', '1.5'), ('White', '0'), ('Bernardo', '14'), ('Doku', '0'), ('Saka', '5'), ('Gordon', '2'), ('J.Alvarez', '5'), ('Wilson', '0'), ('Watkins', '6'))"
3138,12,SPE007,2,41.0,"(('Johnstone', '1'), ('Trippier', '1'), ('Andersen', '1'), ('White', '0'), ('Son', '3'), ('Mbeumo', '2'), ('Bowen', '8'), ('Douglas Luiz', '2'), ('Diaby', '6'), ('J.Alvarez', '5'), ('Watkins', '12'))"
3139,12,Nico Celento,3,40.5,"(('Pope', '4'), ('White', '0'), ('Cash', '2'), ('Zinchenko', '10'), ('Trippier', '1'), ('Son', '4'), ('Kulusevski', '2'), ('Saka', '7.5'), ('Mitoma', '1'), ('B.Fernandes', '3'), ('Edouard', '6'))"
3140,12,Cape Town Fc,2,40.0,"(('Areola', '2'), ('Trippier', '1'), ('Walker', '0'), ('Dalot', '6'), ('Son', '2'), ('Sterling', '6'), ('Douglas Luiz', '3'), ('Doku', '0'), ('Watkins', '12'), ('Edouard', '6'), ('Gakpo', '2'))"
3141,12,DokotelaVuyo,8,40.0,"(('Neto', '9'), ('Pedro Porro', '5'), ('Toti', '4'), ('Dawson', '1'), ('E.Royal', '0'), ('Hee Chan', '2'), ('Mitoma', '1'), ('Doku', '0'), ('Ward-Prowse', '11'), ('Almirón', '1'), ('Watkins', '6'))"
3142,12,Mr.2,2,39.0,"(('A.Becker', '7'), ('Alexander-Arnold', '7'), ('Walker', '0'), ('Konsa', '1'), ('B.Fernandes', '6'), ('Garnacho', '3'), ('Jensen', '2'), ('Doku', '0'), ('Højlund', '2'), ('J.Alvarez', '5'), ('Watkins', '6'))"
3143,12,haydenpyne,1,38.5,"(('Johnstone', '1'), ('Trippier', '1'), ('Andersen', '1.5'), ('Pau', '4'), ('Bowen', '8'), ('Saka', '5'), ('Gordon', '2'), ('McTominay', '3'), ('Ward-Prowse', '11'), ('Ferguson', '0'), ('Højlund', '2'))"
3144,12,Mr.2,1,38.5,"(('A.Becker', '7'), ('Alexander-Arnold', '7'), ('Trippier', '1'), ('Konsa', '1'), ('B.Fernandes', '4.5'), ('Garnacho', '3'), ('Jensen', '2'), ('Doku', '0'), ('Højlund', '2'), ('J.Alvarez', '5'), ('Watkins', '6'))"
3145,12,enricocelento,4,38.0,"(('Raya', '3'), ('Trippier', '1'), ('White', '0'), ('Cash', '2'), ('Mitoma', '1'), ('Son', '4'), ('Salah', '24'), ('Gordon', '2'), ('Nketiah', '1'), ('Ferguson', '0'), ('Wilson', '0'))"
3146,12,fpljonnas,7,38.0,"(('Johnstone', '1'), ('Trippier', '2'), ('Andersen', '1'), ('White', '0'), ('Bowen', '8'), ('Gordon', '2'), ('Saka', '5'), ('Mbeumo', '2'), ('Watkins', '6'), ('Darwin', '5'), ('Edouard', '6'))"
3147,12,ialreadywonbruv,14,38.0,"(('Pickford', '2'), ('Kaboré', '1'), ('Murillo', '1'), ('Veltman', '1'), ('Palmer', '12'), ('Jensen', '2'), ('Billing', '0'), ('Andreas', '2'), ('Maupay', '1'), ('Calvert-Lewin', '3'), ('Solanke', '13'))"
3148,12,its_jivi_,1,38.0,"(('Areola', '2'), ('Dunk', '0'), ('Digne', '2'), ('Dier', '1'), ('Gordon', '2'), ('Mitoma', '2'), ('Doku', '0'), ('Diogo J.', '8'), ('J.Alvarez', '5'), ('Haaland', '16'), ('Ferguson', '0'))"
3149,12,maxxxx,1,38.0,"(('A.Becker', '7'), ('Walker', '0'), ('Dalot', '6'), ('Alexander-Arnold', '7'), ('Gabriel', '2'), ('B.Fernandes', '6'), ('Ødegaard', '0'), ('Son', '3'), ('Højlund', '2'), ('Darwin', '5'), ('Wilson', '0'))"
3150,12,Mr.2,4,38.0,"(('Vicario', '1'), ('Zouma', '1'), ('Maguire', '6'), ('Cucurella', '-1'), ('Mitoma', '1'), ('Kulusevski', '2'), ('McGinn', '10'), ('Rodrigo', '9'), ('Ansu Fati', '3'), ('Edouard', '6'), ('Ferguson', '0'))"
3151,12,Nico Celento,4,37.5,"(('Areola', '2'), ('Coufal', '0'), ('Mavropanos', '0'), ('Lascelles', '0'), ('Wan-Bissaka', '0'), ('Hee Chan', '2'), ('McTominay', '3'), ('Johnson', '18'), ('Saka', '5'), ('Ferguson', '0'), ('Darwin', '7.5'))"
3152,12,enricocelento,6,37.0,"(('Pope', '4'), ('Pedro Porro', '5'), ('Trippier', '1'), ('Walker', '0'), ('Doku', '0'), ('Bowen', '8'), ('Saka', '5'), ('Son', '2'), ('Watkins', '12'), ('Isak', '0'), ('Ferguson', '0'))"
3153,12,kolboyce,5,37.0,"(('Pope', '4'), ('Trippier', '1'), ('Mitchell', '1'), ('Walker', '0'), ('Gordon', '2'), ('Diaby', '6'), ('Bowen', '8'), ('Martinelli', '4'), ('J.Alvarez', '5'), ('Ferguson', '0'), ('Watkins', '6'))"
3154,12,lotzunited,1,37.0,"(('A.Becker', '7'), ('White', '0'), ('Wan-Bissaka', '0'), ('Dunk', '0'), ('Saka', '5'), ('B.Fernandes', '3'), ('Mitoma', '1'), ('Salah', '16'), ('Nketiah', '2'), ('Højlund', '3'), ('Ferguson', '0'))"
3155,12,enricocelento,8,36.0,"(('Pope', '4'), ('Pedro Porro', '5'), ('Trippier', '1'), ('Walker', '0'), ('Doku', '0'), ('Bowen', '8'), ('Saka', '10'), ('Son', '2'), ('Watkins', '6'), ('Isak', '0'), ('Ferguson', '0'))"
3156,12,enricocelento,7,35.0,"(('Pope', '4'), ('Pedro Porro', '5'), ('Trippier', '1'), ('Walker', '0'), ('Doku', '0'), ('Bowen', '12'), ('Saka', '5'), ('Son', '2'), ('Watkins', '6'), ('Isak', '0'), ('Ferguson', '0'))"
