assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2002-12-22,0,0,False,True,0,0,0,0,520295,None,,0,0,-1,1,0.0,792,83,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,David Datro,0.0,774,78,0,0,0,False,0.0,792,83,164,False,0.0,792,83,0,0,0,0,0,0,0,0,Transferred to AEK Athens,2024-09-11T14:26:52.770225Z,54,140,38,p520295,0,0,None,0,,520295.jpg,0.0,791,83,0,54,False,0,0,Fofana,0.1,538,72,False,None,0,0,u,6,8,2023-01-01,0.0,789,83,0,4727,0,15342,2,0.0,0.0,D.D.Fofana,0
0,2005-06-05,0,0,False,True,0,0,0,0,617054,None,,0,0,-1,1,0.0,772,77,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Deivid Washington,0.0,736,68,0,0,0,False,0.0,775,78,165,False,0.0,775,78,0,0,0,0,0,0,0,0,Loaned to Santos,2025-02-28T11:06:35.437245Z,49,280,58,p617054,0,0,None,0,,617054.jpg,0.0,775,79,0,30,False,0,0,de Souza Eugênio,0.1,421,64,False,None,0,0,u,6,8,2023-08-24,0.0,764,78,0,17623,0,23515,24,0.0,0.0,Deivid,0
1,1998-09-06,1,67,True,True,100,100,0,0.0,215413,None,,0,0,-5,5,47.4,352,197,None,,0,3,-0.4,0.6,1,0.22,0.08,0.44,0.16,0.22,3.27,1.16,0.08,Kiernan,0.6,341,162,3,1.07,0,False,12.4,417,200,166,False,55.4,417,193,253,0,0,0,0,0,0,0,,2024-12-29T08:30:08.647462Z,55,112,70,p215413,0,0,None,0,,215413.jpg,1.4,406,195,0,241,False,0,0.0,Dewsbury-Hall,0.1,454,160,False,None,2,0.71,a,6,8,2024-07-02,21.0,390,209,17,8027,8,28047,15,0.1,3.1,Dewsbury-Hall,0
8,2001-01-17,9,616,True,True,100,100,8,0.28,448047,3,,0,0,-3,3,1049.5,4,4,3,,2,3,4.2,5.2,6,5.93,0.21,11.47,0.4,5.54,33.80,1.18,0.19,Enzo,5.2,33,13,34,1.18,5,False,220.6,12,9,168,False,688.6,42,11,2586,0,0,0,0,0,0,0,,2025-01-17T15:00:07.174073Z,47,331,214,p448047,0,0,4,0,,448047.jpg,3.7,74,35,0,10,False,0,0.0,Fernández,3.8,96,31,False,None,28,0.97,a,6,8,2023-01-31,466.0,59,38,119,1760652,2775,1563080,3048,1.1,25.3,Enzo,7
0,None,0,0,False,True,0,0,0,0,232787,None,,0,0,-1,1,0.0,795,344,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Conor,0.0,783,339,0,0,0,False,0.0,795,344,169,False,0.0,795,344,0,0,0,0,0,0,0,0,Transferred to Atletico Madrid,2024-08-22T11:20:34.236891Z,59,83,54,p232787,0,0,None,0,,232787.jpg,0.0,794,344,0,None,False,0,0,Gallagher,0.1,435,150,False,None,0,0,u,6,8,None,0.0,794,343,0,1567,0,72806,4,0.0,0.0,Gallagher,0
0,None,0,0,False,True,0,0,0,0,514280,None,,0,0,0,0,0.0,600,215,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,494,179,0,0,0,False,0.0,616,217,170,False,0.0,616,217,0,0,0,0,0,0,0,0,Has joined Sheffield United on a season-long,2024-08-09T11:15:16.064928Z,40,686,195,p514280,0,0,None,0,,514280.jpg,0.0,622,217,0,None,False,0,0,Gilchrist,0.0,626,214,False,None,0,0,u,6,8,None,0.0,563,206,0,0,0,7587,1,0.0,0.0,Gilchrist,0
1,2003-05-19,2,271,True,True,75,0,4,0.2,482609,None,,0,0,-1,1,367.4,97,19,None,,0,2,1.5,0.0,0,1.81,0.09,3.25,0.16,1.44,26.66,1.32,0.07,Malo,3.0,110,25,24,1.19,0,False,83.2,167,48,171,False,318.6,206,75,1813,0,0,0,0,0,0,0,Muscle injury - 75% chance of playing,2025-04-21T04:30:07.650673Z,49,271,33,p482609,0,0,None,0,,482609.jpg,2.0,293,93,0,73,False,0,0.0,Gusto,1.4,167,64,False,None,19,0.94,d,6,8,2023-01-28,145.0,207,46,56,364529,34,555790,1723,0.6,11.4,Gusto,4
1,1999-12-08,4,164,True,True,100,100,1,0.11,225796,2,,0,0,-2,2,180.9,207,50,2,,1,2,1.4,2.4,1,0.88,0.1,1.16,0.13,0.28,14.37,1.56,0.03,Reece,2.4,151,41,13,1.41,1,False,38.9,305,94,172,False,161.8,323,121,830,0,0,0,0,0,0,0,,2024-11-21T14:00:08.020459Z,48,304,38,p225796,0,0,None,0,,225796.jpg,2.4,229,72,0,241,False,0,0.0,James,1.1,204,81,False,None,10,1.08,a,6,8,2019-05-15,45.0,334,111,36,272421,540,187025,2480,0.5,7.5,James,1
0,2005-09-15,0,0,True,True,0,0,0,0,549068,None,,0,0,-2,2,0.0,655,253,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Omari,0.0,571,198,0,0,0,False,0.0,663,253,173,False,0.0,663,253,0,0,0,0,0,0,0,0,Hamstring injury - Expected back 01 Jun,2024-09-08T23:00:06.668188Z,43,596,345,p549068,0,0,None,0,,549068.jpg,0.0,669,256,0,241,False,0,0,Kellyman,0.1,510,185,False,None,0,0,i,6,8,2024-06-29,0.0,627,243,0,15409,38,13901,50,0.0,0.0,Kellyman,0
1,2004-01-06,0,94,True,True,100,100,2,0.3,514356,None,,0,0,0,0,114.3,267,164,None,,0,3,-0.4,0.6,3,0.33,0.05,0.51,0.08,0.18,11.17,1.66,0.03,Roméo,0.6,329,154,10,1.49,0,False,22.2,378,185,174,False,101.0,383,179,604,0,0,0,0,0,0,0,,2025-04-04T12:00:08.637574Z,45,431,270,p514356,0,0,None,0,,514356.jpg,1.6,359,169,0,21,False,0,0.0,Lavia,0.4,286,87,False,None,9,1.34,a,6,8,2023-08-18,5.0,451,230,19,189488,32,264769,27,0.1,4.2,Lavia,4
0,None,0,0,False,True,0,0,0,0,66749,None,,0,0,-2,2,0.0,796,85,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romelu,0.0,790,82,0,0,0,False,0.0,796,85,175,False,0.0,796,85,0,0,0,0,0,0,0,0,Permanent transfer to Napoli,2024-08-30T10:21:53.872158Z,63,52,22,p66749,0,0,None,0,,66749.jpg,0.0,795,85,0,None,False,0,0,Lukaku Bolingoli,0.2,379,59,False,None,0,0,u,6,8,None,0.0,796,85,0,8049,0,61738,5,0.0,0.0,Lukaku,0
0,None,0,0,False,True,0,0,0,0,204727,None,,0,0,0,0,0.0,680,258,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malang,0.0,613,247,0,0,0,False,0.0,686,259,176,False,0.0,686,259,0,0,0,0,0,0,0,0,Permanent move to RC Lens,2024-07-29T09:46:25.583703Z,45,374,59,p204727,0,0,None,0,,204727.jpg,0.0,691,258,0,None,False,0,0,Sarr,0.0,773,260,False,None,0,0,u,6,8,None,0.0,661,256,0,0,0,457,0,0.0,0.0,M.Sarr,0
5,2002-03-10,12,399,True,True,100,100,4,0.21,248857,None,,0,0,-5,5,414.0,82,62,None,,1,3,1.2,2.2,3,2.52,0.13,10.75,0.56,8.23,25.99,1.36,0.43,Noni,2.2,177,81,26,1.36,7,False,181.1,32,24,177,False,459.6,140,51,1718,0,0,0,0,0,0,0,,2025-02-15T16:00:09.076234Z,60,80,52,p248857,0,0,3,0,,248857.jpg,4.0,51,24,0,241,False,0,0.0,Madueke,3.2,112,36,False,None,23,1.2,a,6,8,2023-01-20,936.0,8,4,111,2478547,278,2367943,693,0.4,18.5,Madueke,3
0,2006-01-04,0,11,True,True,0,0,0,0.0,499309,None,,0,0,-3,3,11.8,445,50,None,,0,4,0.0,0.0,0,0.02,0.03,0.02,0.03,0.00,1.46,1.85,0.0,Marc,0.0,711,63,2,2.54,0,False,2.2,500,54,178,False,4.4,515,53,71,0,0,0,0,0,0,0,Hamstring injury - Expected back 11 May,2025-02-07T16:30:07.359889Z,47,341,63,p499309,0,0,None,0,,499309.jpg,1.0,503,55,0,200,False,0,0.0,Guiu Paz,0.5,272,45,False,None,0,0.0,i,6,8,2024-07-01,6.0,445,55,3,113412,17,160867,96,0.0,0.6,Marc Guiu,0
0,2001-01-05,0,26,True,True,0,0,0,0.0,465920,None,,0,0,-4,4,31.5,390,207,None,,0,3,0.0,0.0,0,0.66,0.41,0.90,0.56,0.24,3.28,2.04,0.15,Mykhailo,0.0,786,341,2,1.24,0,False,8.5,438,209,179,False,23.2,466,217,145,0,0,0,0,0,0,0,Suspended - unknown return date,2024-12-06T15:30:07.786308Z,61,76,48,p465920,0,0,None,0,,465920.jpg,1.0,517,241,0,225,False,0,0.0,Mudryk,0.2,378,120,False,None,1,0.62,s,6,8,2023-01-15,31.0,361,196,7,18620,26,43802,13,0.0,1.1,Mudryk,0
6,2001-06-20,17,421,True,True,100,100,10,0.43,517052,None,,0,0,2,-2,365.3,98,6,None,,2,4,1.6,2.6,8,1.89,0.08,13.45,0.57,11.56,26.67,1.14,0.49,Nicolas,2.6,144,17,22,0.94,10,False,182.6,29,6,180,False,536.0,99,10,2114,0,0,0,0,0,0,0,,2025-02-10T09:30:07.129820Z,77,15,6,p517052,0,0,None,0,,517052.jpg,4.3,36,12,0,189,False,0,0.0,Jackson,6.7,58,10,False,None,26,1.11,a,6,8,2023-07-01,936.0,9,5,121,5350108,2232,5061250,3076,0.3,15.7,N.Jackson,7
2,1997-11-14,5,190,True,True,None,None,2,0.2,213198,None,,0,0,-8,8,204.9,192,130,None,,2,3,-0.6,0.4,0,1.01,0.1,6.12,0.61,5.11,16.25,1.62,0.51,Christopher,0.4,374,177,16,1.59,3,False,77.1,184,98,181,False,230.2,268,121,904,0,0,0,0,0,0,0,,None,57,96,62,p213198,0,0,2,0,,213198.jpg,2.2,257,111,0,73,False,0,0.0,Nkunku,2.1,141,47,False,None,9,0.9,a,6,8,2023-07-01,339.0,90,59,60,423015,45,1757784,1075,0.1,10.5,Nkunku,2
10,2002-05-06,32,867,True,True,100,100,8,0.25,244851,1,,0,0,1,-1,1140.5,2,2,1,,6,3,2.2,3.2,3,8.20,0.26,23.57,0.75,15.37,39.62,1.26,0.49,Cole,3.2,107,47,38,1.21,14,False,306.3,2,2,182,True,974.6,5,3,2833,0,0,0,0,0,0,0,,2025-03-16T23:00:06.860890Z,106,3,2,p244851,0,1,1,0,,244851.jpg,6.0,7,3,0,241,False,0,0.0,Palmer,35.5,4,3,False,None,32,1.02,a,6,8,2023-09-01,947.0,7,3,197,7221453,2880,7490157,47577,0.3,18.6,Palmer,6
0,None,0,0,False,True,0,0,0,0,457569,None,,0,0,-1,1,0.0,663,78,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Đorđe,0.0,586,80,0,0,0,False,0.0,669,81,183,False,0.0,669,81,0,0,0,0,0,0,0,0,Loaned to Strasbourg,2024-08-31T06:26:07.653045Z,44,529,24,p457569,0,0,None,0,,457569.jpg,0.0,675,81,0,None,False,0,0,Petrović,0.1,410,55,False,None,0,0,u,6,8,None,0.0,640,65,0,2753,0,64896,13,0.0,0.0,Petrović,0
0,None,0,22,False,True,0,0,1,0.51,551230,None,,0,0,-1,1,9.2,461,232,None,,0,3,0.0,0.0,0,0.15,0.08,0.31,0.16,0.16,3.17,1.62,0.08,Renato,0.0,596,211,2,1.02,0,False,5.9,464,219,184,False,30.4,451,207,176,0,0,0,0,0,0,0,Loaned to Juventus,2025-01-30T11:39:46.371988Z,44,545,328,p551230,0,0,None,0,,551230.jpg,1.0,473,213,0,173,False,0,0.0,Palma Veiga,0.1,452,159,False,None,1,0.51,u,6,8,2024-07-12,19.0,397,210,7,41967,0,45731,12,0.0,1.6,Renato Veiga,2
0,1997-11-18,11,408,True,True,None,None,8,0.29,215059,None,,0,0,0,0,20.0,418,5,None,,2,1,3.8,4.8,9,0.02,0.0,0.02,0.0,0.00,34.29,1.22,0.0,Robert,4.8,39,3,31,1.11,0,False,70.4,204,11,185,False,684.8,44,12,2520,0,0,0,0,0,0,0,,None,45,377,17,p215059,0,0,None,1,,215059.jpg,3.9,60,9,0,200,False,87,3.11,Sánchez,6.7,60,11,False,None,28,1.0,a,6,8,2023-08-05,0.0,664,69,110,2352362,1672,2022306,3897,1.1,24.4,Sánchez,5
1,1997-09-24,4,244,True,True,None,None,5,0.37,109646,None,,0,0,-3,3,47.3,353,116,None,,0,2,0.4,1.4,0,0.22,0.02,1.12,0.09,0.90,17.98,1.32,0.07,Tosin,1.4,239,66,14,1.03,1,False,44.8,289,89,187,False,309.8,214,76,1223,0,0,0,0,0,0,0,,None,42,607,142,p109646,0,0,None,0,,109646.jpg,2.9,148,41,0,241,False,0,0.0,Adarabioyo,0.4,279,108,False,None,13,0.96,a,6,8,2024-07-01,88.0,270,79,57,100031,69,85347,942,0.3,13.6,Tosin,3
0,2000-12-17,2,162,True,True,0,0,2,0.15,444463,None,,0,0,-2,2,85.0,301,89,None,,0,2,0.0,0.0,0,0.18,0.01,0.62,0.04,0.44,14.76,1.13,0.03,Wesley,0.0,564,231,13,1.0,0,False,31.9,335,112,189,False,200.2,289,106,1172,0,0,0,0,0,0,0,Muscle injury - Expected back 01 Jun,2025-04-04T12:00:08.691373Z,43,584,130,p444463,0,0,None,0,,444463.jpg,1.9,305,100,0,73,False,0,0.0,Fofana,0.2,334,127,False,None,14,1.08,i,6,8,2022-08-31,33.0,353,117,26,86582,5,109345,33,0.0,6.0,W.Fofana,7
5,2000-03-25,3,353,True,True,100,100,6,0.33,209243,None,,0,0,-3,3,484.9,67,53,None,,0,3,1.8,2.8,1,2.99,0.16,4.91,0.26,1.92,22.76,1.23,0.1,Jadon,2.8,131,57,22,1.19,3,False,119.3,96,62,386,False,321.2,203,90,1660,0,0,0,0,0,0,0,,2024-11-07T09:00:07.812014Z,62,59,33,p209243,0,0,None,0,,209243.jpg,2.9,157,68,0,241,False,0,0.0,Sancho,1.0,213,67,False,None,18,0.98,a,6,8,2024-08-30,389.0,74,49,82,510837,139,489646,921,0.5,13.2,Sancho,1
4,2000-03-09,9,384,True,True,100,100,6,0.28,247632,4,,0,0,-4,4,694.7,30,26,None,,1,3,2.8,3.8,3,3.94,0.19,6.69,0.32,2.75,24.33,1.14,0.13,Pedro,3.8,72,27,22,1.03,4,False,162.2,53,36,560,False,444.4,148,56,1915,0,0,0,0,0,0,0,,2024-12-09T09:30:06.764738Z,61,75,47,p247632,0,0,None,0,,247632.jpg,2.8,174,77,0,173,False,0,0.0,Lomba Neto,1.4,164,53,False,None,20,0.94,a,6,8,2024-08-11,482.0,56,35,88,539909,629,520813,3081,0.6,14.4,Neto,8
0,None,0,0,False,True,0,0,0,0,488464,None,,0,0,0,0,0.0,593,209,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Caleb,0.0,485,171,0,0,0,False,0.0,609,211,575,False,0.0,609,211,0,0,0,0,0,0,0,0,Loaned to Strasbourg,2024-08-13T07:07:06.645739Z,40,676,186,p488464,0,0,None,0,,488464.jpg,0.0,614,210,0,None,False,0,0,Wiley,0.0,674,228,False,None,0,0,u,6,8,None,0.0,554,198,0,0,0,3933,1,0.0,0.0,Wiley,0
0,2002-04-16,0,59,True,True,100,100,1,0.17,508479,None,,0,0,-3,3,0.0,648,72,None,,0,1,-1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,8.83,1.47,0.0,Filip,0.0,553,73,9,1.5,0,False,15.9,398,29,581,False,157.6,327,29,540,0,0,0,0,0,0,0,,2024-11-21T08:30:09.544798Z,42,624,34,p508479,0,0,None,0,,508479.jpg,3.0,137,21,0,58,False,20,3.33,Jørgensen,0.5,267,38,False,None,6,1.0,a,6,8,2024-07-30,0.0,616,55,18,121841,37,110999,859,0.0,4.3,Jørgensen,0
2,None,0,90,False,True,0,0,1,0.25,428399,None,,0,0,-6,6,95.4,285,172,None,,0,3,0.0,0.0,0,0.45,0.11,2.75,0.68,2.30,5.96,1.48,0.57,João,0.0,784,340,4,0.99,1,False,32.3,333,164,621,False,88.0,391,182,362,0,0,0,0,0,0,0,Loaned to Milan,2025-02-04T23:54:41.208950Z,59,84,55,p428399,0,0,None,0,,428399.jpg,2.0,296,134,0,173,False,0,0.0,Félix Sequeira,0.4,285,86,False,None,3,0.75,u,6,8,2024-08-21,141.0,210,125,24,163911,0,170705,35,0.0,4.1,João Félix,2
0,2005-03-27,0,0,True,True,None,None,0,0,547692,None,,0,0,0,0,0.0,731,305,None,,0,3,-1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,671,266,0,0,0,False,0.0,737,306,695,False,0.0,737,306,0,0,0,0,0,0,0,0,,None,45,453,287,p547692,0,0,None,0,,547692.jpg,0.0,741,308,0,241,False,0,0,Rak-Sakyi,0.0,748,312,False,None,0,0,a,6,8,2024-10-23,0.0,717,299,0,594,2,442,4,0.0,0.0,Rak-Sakyi,0
1,2006-02-04,0,51,True,True,None,None,0,0.0,550615,None,,0,0,0,0,62.2,335,192,None,,0,3,0.4,1.4,1,0.26,0.24,0.46,0.43,0.20,1.12,1.04,0.19,Tyrique,1.4,241,113,0,0.0,1,False,15.7,401,195,696,False,66.0,410,190,97,0,0,0,0,0,0,0,,None,45,457,291,p550615,0,0,None,0,,550615.jpg,2.0,284,124,0,241,False,0,0.0,George,0.0,653,265,False,None,0,0.0,a,6,8,2024-04-15,30.0,363,198,14,3199,69,1424,89,0.3,3.1,George,1
0,2006-05-05,0,8,True,True,None,None,0,0.0,577016,None,,0,0,0,0,2.5,479,172,None,,0,2,-1.0,0.0,0,0.01,0.01,0.23,0.13,0.22,2.09,1.12,0.12,Josh,0.0,515,197,3,1.61,0,False,2.9,491,172,697,False,13.6,489,177,168,0,0,0,0,0,0,0,,None,40,710,216,p577016,0,0,None,0,,577016.jpg,1.0,457,161,0,241,False,0,0.0,Acheampong,0.1,532,183,False,None,2,1.07,a,6,8,2024-03-10,13.0,412,144,4,13748,38,9602,68,0.0,1.0,Acheampong,1
0,1980-02-10,0,0,True,True,None,None,0,0,100048548,None,,0,0,0,0,0.0,537,18,None,,0,5,6.2,7.2,9,0.00,0,0.00,0,0.00,0.00,0,0,Enzo,7.2,9,6,0,0,0,False,0.0,562,18,740,False,0.0,562,18,0,5,2,15,4,0,0,6,,None,15,783,3,man48549,0,0,None,0,,100048548.jpg,0.0,570,18,0,106,False,0,0,Maresca,0.8,629,15,False,None,0,0,a,6,8,2024-06-03,0.0,492,18,67,68596,58,35853,194,4.8,44.7,Maresca,0
0,2006-01-18,0,2,True,True,None,None,0,0.0,609640,None,,0,0,0,0,0.9,491,241,None,,0,3,-1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Mathis,0.0,697,283,0,0.0,0,False,0.2,540,249,771,False,1.0,540,250,7,0,0,0,0,0,0,0,,None,45,486,306,p609640,0,0,None,0,,609640.jpg,1.0,494,224,0,73,False,0,0.0,Amougou,0.0,767,325,False,None,0,0.0,a,6,8,2025-02-03,0.0,741,315,1,351,1,189,7,0.0,0.2,Amougou,0
0,2005-04-29,0,0,True,True,0,0,0,0,622758,None,,0,0,0,0,0.0,637,246,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Aaron,0.0,536,215,0,0,0,False,0.0,652,247,774,False,0.0,652,247,0,0,0,0,0,0,0,0,Hamstring injury - Unknown return date,2025-04-25T13:30:08.784532Z,40,732,235,p622758,0,0,None,0,,622758.jpg,0.0,658,247,0,10,False,0,0,Anselmino,0.0,744,254,False,None,0,0,i,6,8,2024-08-08,0.0,602,239,0,372,2,216,14,0.0,0.0,Anselmino,0
0,2007-10-20,0,5,True,True,None,None,0,0.0,567119,None,,0,0,0,0,0.0,740,66,None,,0,4,-1.0,0.0,0,0.00,0.0,0.06,5.4,0.06,0.00,0.0,5.4,Shumaira,0.0,680,54,0,0.0,0,False,2.0,505,56,781,False,3.0,527,56,1,0,0,0,0,0,0,0,,None,45,464,76,p567119,0,0,None,0,,567119.jpg,1.0,488,53,0,241,False,0,0.0,Mheuka,0.0,611,78,False,None,0,0.0,a,6,8,2024-10-23,17.0,405,54,1,4810,47,2481,68,0.0,0.2,Mheuka,0
0,2006-06-05,0,0,True,True,None,None,0,0,536238,None,,0,0,0,0,0.0,608,221,None,,0,2,-1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ishé,0.0,503,186,0,0,0,False,0.0,623,222,782,False,0.0,623,222,0,0,0,0,0,0,0,0,,None,40,697,204,p536238,0,0,None,0,,536238.jpg,0.0,629,222,0,241,False,0,0,Samuels-Smith,0.0,750,256,False,None,0,0,a,6,8,2023-08-28,0.0,572,213,0,264,4,125,5,0.0,0.0,Samuels-Smith,0
0,2007-05-11,0,0,True,True,None,None,0,0,591382,None,,0,0,0,0,0.0,623,234,None,,0,2,-1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Genesis,0.0,521,202,0,0,0,False,0.0,638,235,787,False,0.0,638,235,0,0,0,0,0,0,0,0,,None,40,717,222,p591382,0,0,None,0,,591382.jpg,0.0,644,235,0,206,False,0,0,Antwi,0.0,770,259,False,None,0,0,a,6,8,2025-02-08,0.0,588,227,0,141,3,70,7,0.0,0.0,Genesis Antwi,0
2,1999-05-30,1,130,True,True,100,100,2,0.21,205533,None,,0,0,-1,1,142.6,241,25,None,,0,4,0.0,0.0,0,0.81,0.08,5.42,0.56,4.61,11.55,1.2,0.48,Eddie,0.5,346,35,14,1.45,1,False,64.3,231,29,11,False,117.2,357,33,866,0,0,0,0,0,0,0,,2025-04-05T16:30:06.717546Z,59,82,23,p205533,0,0,None,0,,205533.jpg,1.5,384,40,1,241,False,0,0.0,Nketiah,0.6,248,42,False,None,8,0.83,a,7,31,2024-08-30,387.0,75,24,38,318597,485,314734,363,0.1,6.4,Nketiah,3
0,1996-12-21,0,21,True,True,100,100,0,0.0,172850,None,,0,0,-4,4,27.6,400,142,None,,0,2,0.0,0.0,0,0.28,0.19,0.36,0.24,0.08,1.16,0.77,0.05,Ben,0.5,345,103,2,1.33,0,False,7.5,449,155,160,False,37.0,442,163,135,0,0,0,0,0,0,0,,2025-02-04T10:50:12.317905Z,46,353,48,p172850,0,0,None,0,,172850.jpg,0.8,534,183,0,241,False,0,0.0,Chilwell,0.5,258,99,False,None,0,0.0,a,7,31,2025-02-03,10.0,425,152,5,55128,95,108661,132,0.1,1.1,Chilwell,1
0,None,0,0,False,True,0,0,0,0,466117,None,,0,0,0,0,0.0,699,278,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Naouirou,0.0,632,234,0,0,0,False,0.0,704,279,190,False,0.0,704,279,0,0,0,0,0,0,0,0,Loaned to Rennes,2024-08-31T06:25:25.419519Z,45,403,251,p466117,0,0,None,0,,466117.jpg,0.0,709,281,0,None,False,0,0,Ahamada,0.1,490,179,False,None,0,0,u,7,31,None,0.0,681,271,0,6178,0,35109,8,0.0,0.0,Ahamada,0
1,2000-01-08,0,71,True,True,0,0,1,0.2,438464,None,,0,0,-2,2,25.7,407,216,None,,0,3,0.0,0.0,0,0.11,0.02,0.51,0.1,0.40,7.53,1.53,0.08,Cheick,0.0,722,301,6,1.22,0,False,10.8,426,203,193,False,58.6,414,192,443,0,0,0,0,0,0,0,Knee injury - Expected back 01 Jun,2025-01-24T16:00:08.864027Z,48,312,202,p438464,0,0,None,0,,438464.jpg,1.5,380,180,0,132,False,0,0.0,Doucouré,0.0,566,216,False,None,4,0.81,i,7,31,2022-07-11,23.0,381,204,19,12950,2,19972,4,0.0,4.0,C.Doucouré,1
1,2000-03-28,2,205,True,True,100,100,6,0.35,427623,None,,0,0,-1,1,39.5,374,127,None,,0,2,0.2,0.0,0,0.59,0.03,1.81,0.1,1.22,24.70,1.42,0.07,Chris,0.7,318,93,27,1.56,1,False,57.1,249,79,194,False,394.4,169,61,1561,0,0,0,0,0,0,0,,2025-04-01T14:00:08.193427Z,44,527,103,p427623,0,0,None,0,,427623.jpg,2.9,150,43,1,229,False,0,0.0,Richards,0.2,363,138,False,None,18,1.04,a,7,31,2022-07-27,139.0,213,50,57,38433,49,38405,167,0.2,13.0,C.Richards,2
0,2003-06-17,0,3,True,True,0,0,0,0.0,515621,None,,0,0,-2,2,1.3,487,178,None,,0,2,0.0,0.0,0,0.02,0.02,0.02,0.02,0.00,1.39,1.39,0.0,Chadi,0.0,570,234,2,2.0,0,False,2.0,503,175,195,False,18.2,482,174,90,0,0,0,0,0,0,0,Knee injury - Expected back 01 Jun,2025-01-24T16:00:08.878612Z,43,595,135,p515621,0,0,None,0,,515621.jpg,1.0,467,171,0,145,False,0,0.0,Riad Dnanou,0.0,570,197,False,None,1,1.0,i,7,31,2024-07-02,0.0,626,248,1,2638,7,14382,2,0.0,0.2,Chadi Riad,0
0,1991-04-05,0,48,True,True,None,None,1,0.19,57328,None,,0,0,-2,2,51.8,346,113,None,,0,2,-0.2,0.0,0,0.24,0.05,0.26,0.05,0.02,10.11,1.91,0.0,Nathaniel,0.3,376,116,11,2.08,0,False,12.4,416,144,196,False,66.6,407,144,477,0,0,0,0,0,0,0,,None,43,559,109,p57328,0,0,None,0,,57328.jpg,1.4,391,129,0,241,False,0,0.0,Clyne,0.1,466,163,False,None,5,0.94,a,7,31,2020-10-14,8.0,431,156,18,10285,13,15517,26,0.1,4.2,Clyne,1
0,2003-09-04,0,0,False,True,0,0,0,0,450535,None,,0,0,0,0,0.0,690,271,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malcolm,0.0,624,227,0,0,0,False,0.0,696,272,197,False,0.0,696,272,0,0,0,0,0,0,0,0,Season long loan to Oxford United,2024-08-06T17:23:26.723638Z,45,393,243,p450535,0,0,None,0,,450535.jpg,0.0,701,274,0,241,False,0,0,Ebiowei,0.0,776,330,False,None,0,0,u,7,31,2022-07-01,0.0,673,264,0,0,0,480,0,0.0,0.0,Ebiowei,0
