first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Matt,O'Riley,1,0,12,177,2,66.6,60.8,63.0,2,36,19.0,1,0,0,0.3,55,MID,2.2
Abdallah,Sima,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Yasin,Ayari,1,1,50,1392,17,164.9,178.0,166.0,2,238,51.0,4,0,0,0.2,48,MID,10.4
Carlos,Baleba,0,0,25,894,13,68.4,63.2,16.0,0,97,14.7,4,0,4,1.3,46,MID,5.4
Diego,Gómez Amarilla,3,0,48,1158,19,206.9,252.2,275.0,5,197,73.5,3,0,5,0.3,49,MID,9.8
James,Milner,1,1,18,280,9,89.4,85.2,23.0,0,75,19.6,0,0,2,0.1,49,MID,3.7
Jeremy,Sarmiento Morante,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Tom,Watson,0,0,4,47,2,2.4,6.0,7.0,0,15,1.6,0,0,0,0.0,48,MID,0.8
Mats,Wieffer,0,4,58,1179,17,229.5,303.4,131.0,3,250,66.5,3,0,4,0.3,49,MID,11.8
Malick,Yalcouyé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Joe,Knight,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,44,MID,0.2
Adrian,Mazilu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Andrew,Moran,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Danny,Welbeck,8,0,63,1081,18,153.3,299.8,312.0,8,249,76.1,3,0,3,5.0,63,FWD,10.0
Evan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD,0.0
Stefanos,Tzimas,1,1,16,132,2,65.7,66.6,44.0,0,55,17.7,0,0,0,0.1,52,FWD,3.1
Charalampos,Kostoulas,1,1,17,142,3,56.9,54.2,117.0,0,77,22.8,0,0,1,0.3,48,FWD,3.5
Nehemiah,Oriola,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID,0.2
Freddie,Simmonds,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Facundo,Buonanotte,0,0,1,45,1,25.1,5.6,8.0,0,4,3.9,0,0,0,0.1,46,MID,0.2
Robert,Lynch Sánchez,0,1,72,1624,21,50.0,413.6,0.0,4,310,46.1,8,1,2,14.5,49,GK,14.7
Filip,Jörgensen,0,0,1,84,2,0.0,9.4,0.0,0,4,0.9,0,0,0,0.2,43,GK,0.2
Mike,Penders,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Gabriel,Słonina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Marc,Cucurella Saseta,0,2,72,1504,17,307.3,299.4,113.0,5,330,71.9,8,0,3,18.0,61,DEF,11.8
Reece,James,2,5,81,1246,14,348.3,355.0,83.0,8,336,78.7,5,0,3,10.9,57,DEF,14.2
Trevoh,Chalobah,3,1,95,1560,20,81.6,441.6,143.0,7,355,66.6,8,1,3,17.8,56,DEF,17.0
Levi,Samuels Colwill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,DEF,0.0
Malo,Gusto,2,2,69,1051,12,185.0,254.6,114.0,7,256,55.4,6,1,1,2.4,50,DEF,13.8
Benoît,Badiashile Mukinayi,0,0,1,245,6,6.0,36.4,0.0,0,17,4.3,0,0,2,0.0,44,DEF,0.2
Wesley,Fofana,0,0,41,757,8,14.7,214.8,22.0,3,177,25.2,4,0,1,0.5,44,DEF,9.3
Mamadou,Sarr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Tosin,Adarabioyo,0,0,27,557,9,17.6,167.8,19.0,2,92,20.5,2,0,1,0.3,41,DEF,6.6
Josh,Acheampong,1,0,27,393,7,10.2,92.0,60.0,5,87,16.3,2,0,0,1.3,38,DEF,7.1
Aarón,Anselmino,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Cole,Palmer,3,1,33,499,8,102.4,148.4,163.0,1,128,41.2,1,0,0,12.0,104,MID,3.2
Pedro,Lomba Neto,5,3,81,1459,12,504.5,364.2,351.0,6,342,122.2,8,0,2,7.4,72,MID,11.2
Enzo,Fernández,5,2,80,1546,19,434.7,393.0,412.0,8,333,124.1,7,0,3,9.1,64,MID,12.5
Estêvão,Almeida de Oliveira Gonçalves,1,4,38,557,7,188.7,120.4,226.0,2,131,53.5,2,0,3,1.9,64,MID,5.9
Jamie,Bynoe-Gittens,0,2,23,445,5,128.8,93.0,91.0,0,93,31.2,1,0,0,0.1,60,MID,3.8
Christopher,Nkunku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
Moisés,Caicedo Corozo,3,1,65,1252,18,184.9,349.4,62.0,9,295,59.4,4,1,5,8.1,57,MID,11.4
Tyrique,George,0,0,4,142,2,7.0,8.2,56.0,0,2,7.1,1,0,2,0.1,48,MID,0.8
Roméo,Lavia,0,0,4,105,3,7.5,9.6,2.0,0,22,1.8,0,0,0,0.0,49,MID,0.8
Mykhailo,Mudryk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Andrey,Nascimento dos Santos,0,0,16,439,5,87.9,67.8,52.0,0,67,20.7,1,0,3,0.3,45,MID,3.6
Dário,Luís Essugo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Kendry,Páez Andrade,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
João Pedro,Junqueira de Jesus,6,3,81,1445,15,322.2,377.8,458.0,15,341,115.4,7,0,2,27.7,72,FWD,11.2
Liam,Delap,0,0,14,453,7,16.8,13.4,140.0,0,40,16.4,2,0,1,0.9,62,FWD,2.3
Nicolas,Jackson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD,0.0
Marc,Guiu Paz,0,1,12,247,2,38.8,24.6,81.0,0,19,12.6,0,0,1,7.2,43,FWD,2.8
Alejandro,Garnacho Ferreyra,1,3,39,759,10,227.8,136.2,259.0,2,143,61.7,4,0,1,0.5,64,MID,6.1
Jorrel,Hato,0,0,3,166,2,3.3,24.0,6.0,0,5,3.2,0,0,2,0.2,46,DEF,0.7
Landon,Emenalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Dean,Henderson,0,0,70,1710,21,10.0,387.2,0.0,2,298,39.6,7,0,2,8.2,51,GK,13.7
Walter,Benítez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK,0.0
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Daniel,Muñoz Mejía,3,3,89,1260,11,128.1,336.0,240.0,7,291,70.2,7,0,4,6.7,58,DEF,15.3
Maxence,Lacroix,0,2,87,1710,21,70.3,448.4,92.0,4,328,61.0,7,0,3,6.2,52,DEF,16.7
Tyrick,Mitchell,1,0,77,1704,21,249.2,352.8,99.0,5,287,70.2,7,0,2,2.3,50,DEF,15.4
Borna,Sosa,0,0,3,27,1,10.6,4.6,4.0,0,3,1.9,0,0,0,0.1,48,DEF,0.6
Marc,Guéhi,2,4,97,1620,21,131.5,452.2,201.0,8,344,78.5,6,0,3,40.8,53,DEF,18.3
Chris,Richards,0,0,75,1522,19,68.1,382.6,62.0,1,274,51.5,7,0,0,2.2,45,DEF,16.7
Chadi,Riad Dnanou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Nathaniel,Clyne,0,1,13,367,8,46.1,70.2,31.0,2,46,14.7,0,0,0,0.8,38,DEF,3.4
Rob,Holding,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Caleb,Kporha,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Ismaïla,Sarr,3,1,52,1009,9,152.3,200.8,214.0,6,161,56.8,6,0,1,2.1,64,MID,8.1
Cheick,Doucouré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Romain,Esse,0,0,3,37,0,1.4,6.8,6.0,0,10,1.4,0,0,0,0.1,47,MID,0.6
Will,Hughes,0,0,21,687,8,153.7,97.0,44.0,0,100,29.5,3,0,4,0.1,47,MID,4.5
Daichi,Kamada,0,2,45,1166,11,164.6,141.0,110.0,0,199,41.6,6,0,1,0.1,50,MID,9.0
Jefferson,Lerma Solís,0,2,32,714,6,104.6,117.4,72.0,1,125,29.4,4,0,4,0.1,49,MID,6.5
Adam,Wharton,0,3,59,1388,20,352.5,239.2,96.0,4,290,68.8,5,0,2,0.9,50,MID,11.8
Asher,Agbinone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Naouirou,Ahamada,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID,0.0
Justin,Devenny,1,0,23,376,6,76.8,65.6,148.0,0,71,29.1,0,0,0,1.5,43,MID,5.3
Malcolm,Ebiowei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Matheus,França de Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
David,Ozoh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Kaden,Rodney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Franco,Umeh-Chibueze,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jean-Philippe,Mateta,8,0,76,1554,16,102.5,378.8,589.0,9,262,106.9,7,0,2,11.8,76,FWD,10.0
Eddie,Nketiah,2,0,23,414,12,84.6,120.0,173.0,3,100,37.8,0,0,2,0.5,54,FWD,4.3
Odsonne,Édouard,0,0,1,2,0,0.0,2.0,0.0,0,6,0.2,0,0,0,0.2,50,FWD,0.2
Zach,Marsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD,0.0
Brennan,Johnson,2,0,34,602,5,95.9,137.8,79.0,2,119,31.2,3,0,2,2.5,65,MID,5.2
Rio,Cardines,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,MID,0.0
Yéremy,Pino Santos,1,1,43,1171,15,351.9,172.2,228.0,1,169,74.9,5,0,3,0.3,58,MID,7.4
Jaydee,Canvot,0,0,15,146,1,2.1,50.0,8.0,2,45,6.1,1,0,0,0.0,45,DEF,3.3
Christantus,Uche,0,1,12,91,3,3.2,8.2,56.0,0,36,6.4,0,0,0,0.0,55,FWD,2.2
Joél,Drakes-Thomas,0,0,1,4,1,0.5,0.4,0.0,0,3,0.1,0,0,0,0.0,45,MID,0.2
Dean,Benamar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Ben,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Kiernan,Dewsbury-Hall,4,3,75,1257,16,315.4,286.8,189.0,10,291,79.1,6,0,5,3.4,50,MID,15.0
Jordan,Pickford,0,0,86,1710,20,0.1,451.0,0.0,8,332,45.0,8,0,0,12.2,55,GK,15.6
Mark,Travers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK,0.0
Harry,Tyrer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Jarrad,Branthwaite,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,DEF,0.0
James,Tarkowski,0,1,94,1710,20,135.9,488.0,122.0,6,336,74.8,8,0,4,10.8,56,DEF,16.8
Vitalii,Mykolenko,0,0,54,1435,19,148.8,257.8,40.0,1,193,44.6,6,0,4,0.7,49,DEF,11.0
Jake,O'Brien,0,1,65,1578,19,141.5,282.2,88.0,1,221,51.4,7,0,1,0.7,49,DEF,13.3
Séamus,Coleman,0,0,3,11,0,0.1,0.0,0.0,0,10,0.0,0,0,0,0.1,42,DEF,0.7
Michael,Keane,2,0,91,1504,20,25.3,464.6,133.0,8,268,62.2,6,0,0,6.9,48,DEF,19.0
Nathan,Patterson,0,0,9,73,0,1.7,21.0,17.0,0,30,3.9,1,0,0,0.0,44,DEF,2.0
Roman,Dixon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF,0.0
Iliman,Ndiaye,4,2,73,1343,19,240.2,341.0,294.0,3,294,87.6,6,0,2,3.4,62,MID,11.8
Dwight,McNeil,0,1,20,345,1,84.4,55.4,27.0,0,58,16.6,2,0,0,0.2,55,MID,3.6
Carlos,Alcaraz Durán,0,1,25,656,8,144.0,79.4,156.0,0,104,38.0,3,0,3,0.1,52,MID,4.8
Idrissa Gana,Gueye,2,0,44,1051,13,112.5,198.6,112.0,3,211,42.3,3,1,0,0.1,54,MID,8.1
James,Garner,2,3,85,1703,20,373.1,441.6,144.0,8,417,96.0,8,0,4,2.6,51,MID,16.7
Tim,Iroegbunam,0,2,38,757,5,44.1,124.6,22.0,0,121,19.0,7,0,6,0.0,48,MID,7.9
Harrison,Armstrong,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID,0.2
Callum,Bates,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Coby,Ebere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Isaac,Heath,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jenson,Metcalfe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Thierno,Barry,2,0,34,922,11,97.7,89.0,195.0,0,79,36.6,6,0,2,0.5,57,FWD,6.0
Norberto Bercique,Gomes Betuncal,1,0,30,776,9,52.1,94.8,264.0,1,55,39.6,2,0,1,2.5,50,FWD,6.0
Youssef,Ramalho Chermiti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,FWD,0.0
Martin,Sherif,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Jack,Grealish,2,4,67,1358,18,432.5,310.4,347.0,10,295,109.0,6,0,3,9.4,65,MID,10.3
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,39,GK,0.0
Adam,Aznou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,DEF,0.0
Tyler,Onyango,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Elijah,Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
Tyler,Dibling,0,0,14,274,1,46.9,40.8,23.0,0,43,10.9,2,0,2,0.0,53,MID,2.6
Merlin,Röhl,0,0,11,217,1,14.9,39.4,18.0,0,24,7.2,1,0,0,0.0,50,MID,2.2
Braiden,Graham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Bernd,Leno,0,0,60,1710,27,0.0,421.0,0.0,3,258,42.0,5,0,3,1.7,49,GK,12.2
Steven,Benda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Antonee,Robinson,0,0,26,421,3,162.4,123.4,28.0,4,106,31.4,2,0,0,0.7,49,DEF,5.3
Joachim,Andersen,0,0,71,1571,24,71.9,450.2,75.0,4,254,59.8,5,0,4,5.9,46,DEF,15.4
Calvin,Bassey,1,0,55,1358,25,74.1,335.2,54.0,6,178,46.5,3,0,3,0.4,44,DEF,12.5
Timothy,Castagne,0,1,18,584,14,75.0,114.2,77.0,0,68,26.7,0,0,1,0.1,43,DEF,4.2
Issa,Diop,0,0,6,230,5,1.8,35.6,4.0,0,15,4.2,0,0,1,0.1,43,DEF,1.4
Jorge,Cuenca Barreno,0,0,24,438,3,21.2,123.4,6.0,1,92,15.1,2,0,2,0.0,43,DEF,5.6
Kenny,Tete,1,0,65,1346,18,137.2,322.4,79.0,5,251,53.9,5,0,2,0.7,45,DEF,14.4
Samuel,Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF,0.0
Alex,Iwobi,2,2,56,1329,24,361.1,264.8,146.0,5,263,77.3,3,0,2,0.7,63,MID,8.9
Emile,Smith Rowe,3,0,42,747,11,171.1,172.4,214.0,1,176,55.7,2,0,1,0.8,56,MID,7.5
Adama,Traoré Diarra,0,0,15,255,6,61.5,20.2,57.0,0,52,13.5,0,0,0,0.1,51,MID,2.9
Andreas,Hoelgebaum Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,MID,0.0
Ryan,Sessegnon,2,2,56,1106,21,106.7,246.2,122.0,5,201,47.4,3,0,0,0.2,54,MID,10.4
Harry,Wilson,5,6,87,1323,18,299.5,364.6,296.0,11,330,95.8,5,0,4,18.0,58,MID,15.0
Sander,Berge,0,1,43,1615,26,215.8,241.0,46.0,0,263,50.4,5,0,3,0.1,49,MID,8.8
Tom,Cairney,1,0,17,252,5,45.0,54.6,35.0,1,60,13.7,0,0,2,0.0,48,MID,3.5
Saša,Lukić,1,3,45,1036,16,311.2,219.6,98.0,3,205,62.8,3,0,5,0.1,49,MID,9.2
Martial,Godo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Luke,Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Josh,King,0,1,31,863,14,105.2,104.0,172.0,0,109,37.3,3,0,3,2.4,45,MID,6.9
Harrison,Reed,0,0,2,6,0,8.4,2.4,0.0,0,8,1.1,0,0,0,0.3,43,MID,0.5
Raúl,Jiménez Rodríguez,4,3,57,1134,15,160.3,224.8,385.0,5,204,76.5,4,0,3,2.0,62,FWD,9.2
Rodrigo,Muniz Carvalho,1,1,17,348,4,42.0,61.8,122.0,3,47,22.2,1,0,1,0.7,53,FWD,3.2
Benjamin,Lecomte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GK,0.0
Samuel,Chukwueze,2,4,35,393,10,140.8,170.6,124.0,1,143,43.6,0,0,0,0.1,53,MID,6.6
Kevin,Santos Lopes de Macedo,0,1,27,645,8,169.9,121.2,155.0,0,104,44.5,4,0,1,0.1,58,MID,4.7
Jonah,Kusi-Asare,0,0,3,23,0,11.1,1.2,8.0,0,8,2.1,0,0,0,0.1,45,FWD,0.7
Seth,Ridgeon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Illan,Meslier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,42,GK,0.0
Alex,Cairns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
Karl,Darlow,0,0,10,450,8,0.0,105.0,0.0,0,55,10.5,0,0,0,2.0,39,GK,2.6
Jayden,Bogle,0,2,45,1580,30,140.8,209.4,108.0,0,113,45.9,3,0,4,0.2,44,DEF,10.2
Pascal,Struijk,0,0,48,1448,26,90.2,332.6,158.0,2,179,58.0,3,0,3,0.3,43,DEF,11.2
Jaka,Bijol,1,1,36,802,13,25.8,217.8,114.0,2,133,35.8,1,0,1,0.5,39,DEF,9.2
Sebastiaan,Bornauw,0,0,8,84,0,0.3,14.4,4.0,0,26,1.8,1,0,0,0.1,38,DEF,2.1
Sam,Byram,0,0,1,7,1,0.0,0.0,0.0,0,-2,0.0,0,0,0,0.2,38,DEF,0.3
Gabriel,Gudmundsson,0,0,47,1560,28,284.7,309.0,93.0,8,194,68.7,3,0,2,4.0,38,DEF,12.4
Joe,Rodon,2,0,57,1560,32,58.8,415.8,154.0,5,197,62.9,2,0,1,3.7,39,DEF,14.6
Isaac,Schmidt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Brenden,Aaronson,1,6,63,1066,15,239.7,222.4,263.0,3,232,72.5,4,0,1,0.1,54,MID,11.7
Wilfried,Gnonto,0,2,17,306,9,72.8,54.4,27.0,0,78,15.5,1,0,2,0.1,52,MID,3.3
Jack,Harrison,0,0,12,262,5,49.4,30.0,35.0,0,51,11.5,0,0,0,0.1,51,MID,2.4
Daniel,James,0,0,13,348,12,95.0,36.0,87.0,0,50,21.9,1,0,0,0.1,52,MID,2.5
Ethan,Ampadu,1,0,58,1499,26,140.9,301.2,77.0,3,273,52.1,3,0,5,0.1,49,MID,11.8
Sam,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Ilia,Gruev,0,1,19,481,12,45.5,55.0,6.0,0,101,10.7,2,0,1,0.0,47,MID,4.0
Largie,Ramazani,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Tanaka,Ao,2,0,39,693,14,122.2,130.4,78.0,2,152,33.0,2,0,1,0.3,48,MID,8.1
Charlie,Crew,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Joe,Gelhardt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Darko,Gyabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Joël,Piroe,0,0,10,198,6,20.1,6.0,81.0,0,21,10.3,1,0,0,0.4,49,FWD,2.0
Patrick,Bamford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,49,FWD,0.0
Mateo,Joseph Fernández-Regatillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD,0.0
Lukas,Nmecha,4,0,40,575,12,32.8,156.4,217.0,4,141,40.6,2,0,0,0.5,50,FWD,8.0
Sean,Longstaff,1,2,40,877,15,327.0,228.2,54.0,4,221,60.9,1,0,1,0.3,48,MID,8.3
Anton,Stach,3,5,81,1360,25,505.7,349.2,199.0,6,309,105.5,3,0,2,3.3,49,MID,16.5
Lucas Estella,Perri,0,0,40,1260,24,0.0,286.0,0.0,3,142,28.6,3,0,2,0.3,45,GK,8.9
Dominic,Calvert-Lewin,8,1,79,1133,17,169.5,311.4,530.0,15,266,100.4,3,0,0,10.9,59,FWD,13.4
Noah,Okafor,2,2,46,947,18,159.4,161.6,232.0,3,157,55.3,2,0,2,0.1,55,MID,8.4
James,Justin,0,0,14,249,4,3.6,59.8,4.0,0,45,6.8,1,0,1,0.2,39,DEF,3.6
Harry,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Alisson,Becker,0,0,51,1260,16,0.1,247.6,0.0,3,214,24.7,5,0,0,6.0,54,GK,9.4
Giorgi,Mamardashvili,0,0,19,450,10,0.0,140.0,0.0,0,70,13.9,1,0,0,0.6,42,GK,4.5
Ármin,Pécsi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Freddie,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
Jeremie,Frimpong,0,3,22,286,3,68.3,54.8,55.0,0,86,17.9,1,0,0,5.6,57,DEF,3.9
Milos,Kerkez,1,0,42,1233,19,233.9,259.0,90.0,1,188,58.3,3,0,3,3.0,56,DEF,7.5
Andrew,Robertson,0,0,23,481,7,166.8,105.2,49.0,2,108,32.2,2,0,0,1.0,58,DEF,4.0
Virgil,van Dijk,0,0,72,1710,26,111.5,540.0,138.0,4,279,78.8,6,0,3,23.7,59,DEF,12.2
Ibrahima,Konaté,0,0,71,1606,23,94.6,409.0,71.0,6,266,57.7,6,0,4,3.5,54,DEF,13.1
Conor,Bradley,0,1,28,748,11,85.6,104.0,57.0,0,110,24.5,3,0,5,0.2,50,DEF,5.6
Joe,Gomez,0,2,23,244,4,56.3,70.2,20.0,2,72,14.6,2,0,2,0.1,49,DEF,4.7
Konstantinos,Tsimikas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,DEF,0.0
Amara,Nallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,37,DEF,0.0
Rhys,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Calvin,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Mohamed,Salah,4,3,64,1183,21,454.7,283.2,408.0,5,206,114.6,4,0,1,14.5,140,MID,4.6
Florian,Wirtz,1,2,58,1239,15,472.4,219.4,333.0,8,258,102.5,6,0,1,10.7,82,MID,7.1
Luis,Díaz Marulanda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,80,MID,0.0
Cody,Gakpo,4,3,67,1164,19,369.1,270.0,373.0,5,238,101.0,4,0,0,5.3,73,MID,9.2
Federico,Chiesa,2,1,26,222,5,32.6,111.0,104.0,0,102,24.8,0,0,2,0.3,63,MID,4.1
Alexis,Mac Allister,0,2,40,1206,17,228.9,180.2,150.0,0,203,56.0,4,0,2,1.4,62,MID,6.5
Dominik,Szoboszlai,2,1,66,1612,25,601.7,385.4,195.0,8,358,118.3,6,0,5,4.9,66,MID,10.0
Curtis,Jones,0,1,32,880,17,205.4,165.4,66.0,1,204,43.5,2,0,1,0.2,54,MID,5.9
Ryan,Gravenberch,4,3,89,1501,20,255.9,391.0,114.0,13,379,76.1,6,0,3,7.1,57,MID,15.6
Endo,Wataru,0,1,7,43,4,11.1,31.2,0.0,0,23,4.2,0,0,1,0.1,49,MID,1.4
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID,0.0
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Tyler,Morton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Trey,Nyoni,0,0,2,2,0,10.3,2.2,0.0,0,5,1.3,0,0,0,0.4,43,MID,0.5
Darwin,Núñez Ribeiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD,0.0
Jayden,Danns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,FWD,0.0
Alexander,Isak,2,1,29,501,7,36.5,97.6,143.0,2,96,26.9,1,0,0,3.8,103,FWD,2.8
Hugo,Ekitiké,8,2,84,1128,15,168.5,354.6,431.0,16,301,94.4,5,0,0,35.8,91,FWD,9.2
